C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD4_CCR7_nam,C1_CD4_CCR7_pva,C1_CD4_CCR7_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C3_CD4_RORA_nam,C3_CD4_RORA_pva,C3_CD4_RORA_log,C4_CD8_GZMB_nam,C4_CD8_GZMB_pva,C4_CD8_GZMB_log,C6_CD4_CXCL13_nam,C6_CD4_CXCL13_pva,C6_CD4_CXCL13_log,C7_CD8_HAVCR2_nam,C7_CD8_HAVCR2_pva,C7_CD8_HAVCR2_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
TNNC2,0.947096621,-0.020706166,CCR4,0.63819219,-0.34118223,SCAPER,0.668578228,-0.019342594,EMC10,0.928907948,-0.05075055,FBXO30,0.868606665,-0.89161617,PPP1R3E,0.84032238,-0.15691236,CHCHD6,0.983265976,0.10720011,GAB2,0.877453779,0.06436254,SPINK2,0.428460435,1.4483038
TFEC,0.947096621,0.5553731,IPO4,0.638168859,-1.2757645,NT5DC1,0.668452249,-0.018374497,HAT1,0.928943812,0.011219153,DROSHA,0.868309345,-0.26238984,ZNF341,0.84032238,0.48404062,PIGG,0.983302075,0.11434846,MMAB,0.877478355,-0.27718166,ZNF76,0.42874121,0.5082057
SLC1A7,0.947096621,0.74135655,ASB7,0.637904463,-0.78262985,NOL4L,0.668371267,-0.21126038,ZNF7,0.928955767,0.11205014,PSCA,0.868246753,-23.42835,ADARB2,0.840391223,0.5198005,DCP1A,0.983428419,-0.1427086,C12orf76,0.877674968,-0.16106215,TBRG4,0.42874121,-0.033259656
PRKAB2,0.947157033,0.02053711,KCTD2,0.637702309,-1.41893,TJP3,0.668344274,-0.71521795,DNAL4,0.929577439,0.15840834,GPT2,0.868246753,-23.333977,VWF,0.84049449,0.4440283,ITSN2,0.983518666,-0.022571445,S1PR1,0.877896168,-0.3058446,GUF1,0.428781329,1.0465077
CBY1,0.947182924,-0.07290123,ARFGEF2,0.637197041,-0.23243152,TST,0.668281292,-0.48811522,ORAI1,0.92968504,-0.020877117,AZGP1,0.868246753,-23.353893,PITPNM2,0.84049449,0.4366936,SLC9B1,0.983771356,0.7842895,DENND6A,0.877994482,-0.10626143,LTBP3,0.428801389,-0.25545332
ZNF212,0.947372793,0.002149059,CEP128,0.636699711,-0.30154932,SLC35E4,0.668263298,-1.0791142,SUMF2,0.93021111,0.014687623,LEPR,0.868246753,-23.281656,FAM72C,0.84059776,1.793391,PXDN,0.983807455,0.664853,ZNF362,0.878117377,0.39485475,ZNF274,0.429002024,0.06498414
GPX3,0.947407315,0.32844436,DHCR24,0.636521024,-0.6061866,PDP1,0.668236306,-0.5701411,MAN2B1,0.930318719,0.10229415,TMC4,0.868246753,-23.317537,NIPA1,0.840614972,0.16714332,BLNK,0.983807455,0.988813,TBC1D22B,0.878535242,0.4794675,PIGL,0.429062225,0.60066676
INTS2,0.947536772,0.04203975,SRRD,0.636451108,-0.8650221,AGAP3,0.667993404,-1.1767496,PDHA1,0.930426329,0.06273295,ASRGL1,0.868246753,-23.055403,NOL4L,0.840632184,-0.017879304,ZNF774,0.983807455,0.6283771,PPIE,0.878608986,-0.13763683,DUSP7,0.429162572,1.3382447
SMIM15,0.947597186,-0.04641528,ZNF513,0.636225846,-0.9558892,KLHL8,0.667741542,-0.4573758,UBL4A,0.931227468,-0.050684877,KSR2,0.868246753,-23.45408,CFH,0.840666608,0.117511004,GGT5,0.983879653,0.6591092,TPM2,0.878633568,0.1252469,FEM1B,0.429182642,0.2971027
ZNF570,0.947890631,-0.069010235,RABL2B,0.636163711,-0.07793066,SPHK2,0.667516697,-0.022211287,ZDHHC17,0.931323131,-0.005311027,HSF4,0.868246753,-23.382317,PIGP,0.840769882,-0.123561926,INAFM2,0.983915752,0.5720093,L2HGDH,0.878805643,0.92721653,C2CD5,0.429825198,0.55660516
TMEM214,0.948011463,0.013003241,VCPKMT,0.636148178,-0.11277021,PIGC,0.667453746,0.032104604,USP40,0.931753626,0.42335638,NEURL1,0.868246753,-23.164896,GNB4,0.841010865,0.26766425,UCP3,0.983915752,0.5410864,RFC2,0.878903974,0.05591609,LMBR1,0.430106492,0.2751439
FAM219A,0.948158189,-0.009790657,PLBD2,0.636008384,-0.6127773,MTMR2,0.667363819,-0.17900522,BORCS8,0.932004758,0.006515119,NOTCH3,0.868246753,-23.408363,GANAB,0.841045293,-0.24304004,MFAP2,0.983915752,0.5614598,NIN,0.878903974,-0.02403697,NUDT19,0.430367789,1.0056319
COPA,0.948201344,-0.01316146,RECQL5,0.635946258,-0.93787533,CREB3L3,0.667354827,-23.721977,ANKRD22,0.932040635,1.2771759,DIRAS3,0.868246753,-23.425648,FAM72D,0.841251864,1.1348556,CPT1B,0.983951851,0.53660995,PSMA6,0.879051474,-0.13290599,CBY1,0.430588958,0.80708504
SYP,0.948201344,0.26436493,AMMECR1L,0.635837543,-0.57118386,TRAIP,0.667354827,-23.597149,TTLL5,0.932076511,-0.010147796,DOCK6,0.868246753,-23.412756,UHRF1BP1,0.841286293,1.2500528,BMP4,0.983951851,0.67855966,GRK5,0.879076058,0.10853607,CAMK2N1,0.430669399,1.1027075
RNF215,0.948253131,0.9367034,DDAH1,0.635806484,-1.5329949,AREL1,0.667219947,-0.4677751,USP35,0.93208847,0.6667746,RBP1,0.868246753,-23.497168,HMSD,0.841355153,1.2187883,BCS1L,0.9839699,-0.110771716,SLC25A35,0.879198979,0.8794034,PIGA,0.430769964,1.6600974
FOXF1,0.948270393,0.7611681,HOXB4,0.635806484,-0.4585121,RUFY1,0.667148016,-0.08524496,ZNF334,0.932100429,1.644106,KCNK12,0.868246753,-23.24873,ITGAX,0.841561741,0.9204516,BARX2,0.98398795,0.32399452,FBXW9,0.879248148,0.85960674,BMP2K,0.431071738,1.3368338
TYRO3,0.948287655,0.7523494,GALNT3,0.635713308,-0.9637044,ANKRD36,0.667139025,-0.021306435,COBL,0.932100429,2.032924,STRIP2,0.868246753,-22.960388,ZNF383,0.841561741,-0.15028247,CXCL10,0.98398795,0.36549473,THRA,0.879248148,-0.034618523,ZMYM4,0.431111984,0.78662103
SCARF1,0.948287655,0.6459686,RNF138,0.635480393,0.039161097,SLC2A1,0.6668783,-0.108300954,SAMD5,0.932100429,1.5963123,PDIA5,0.868246753,-23.225946,SERAC1,0.841613389,0.3117688,ZNF625,0.984024049,0.36967108,FAM8A1,0.879272733,-0.22845517,ATP13A1,0.431595104,-0.15424421
KLHL11,0.948304917,0.526424,ZMYM3,0.635239753,-0.4911151,PDPR,0.666698513,-0.20344637,ECHDC3,0.932100429,1.9879351,TIMD4,0.868246753,-23.508299,C1orf53,0.841665039,0.92790437,NID1,0.984024049,0.35647324,CNN3,0.879371073,0.21356677,XRRA1,0.431655516,-0.025924187
GPX8,0.948339442,0.52699834,PPP1R12C,0.635224229,-0.22278914,ABCC3,0.666608627,-1.3172796,MROH8,0.932172183,1.4469419,FAM78B,0.868246753,-23.299583,CTDSPL,0.841768339,0.9133667,CYP2J2,0.984060148,0.36630154,SRSF11,0.879371073,0.05099033,VPS72,0.431997944,-0.21183567
VGF,0.948356704,0.55020714,MUC5B,0.635216467,-0.5360993,FKBPL,0.666446844,-1.4525129,ADAP2,0.932172183,1.5010234,CLDN12,0.868246753,-23.379532,DDC,0.841906077,0.7399826,NFIX,0.984060148,0.4084866,BANP,0.879518587,0.11281702,CCDC61,0.432018091,1.4032297
C5AR2,0.948356704,0.6733766,NUP205,0.635146612,-0.19211872,STX1A,0.666446844,-1.4958797,CDK18,0.932172183,1.5590045,CLCF1,0.868246753,-23.256462,CDKN1C,0.841906077,0.8505626,CUTC,0.984078197,-0.024245674,ANAPC7,0.879592345,0.10211831,SUOX,0.432118838,0.9487833
WDR78,0.948391229,0.6145539,PDK1,0.635053477,-0.40850565,CHDH,0.666410894,-1.5957706,PIWIL4,0.932172183,1.5456603,ESPN,0.868246753,-23.374693,ANKRD11,0.841923295,-0.032194387,RAC3,0.984168445,0.20079486,SLC25A32,0.879715278,-0.059473857,CDIP1,0.432743771,-0.12794255
CDH23,0.948408491,0.51863253,FASTKD1,0.635006911,-0.35962695,GPD2,0.666222171,-0.5676306,SULT1A2,0.932172183,1.3728118,TOR4A,0.868215458,-0.42148635,PWP2,0.841940513,0.7173382,COPZ2,0.984186494,0.06293607,CENPBD1,0.879739865,0.6837944,MAML2,0.432884957,-0.11205568
PILRA,0.948408491,0.37760544,ZNF37A,0.634913785,-0.018402249,WNT10A,0.666024483,-0.33477804,TCAP,0.932172183,1.5383611,ZNF682,0.86819981,-0.33279032,POM121,0.841940513,0.13935049,CDHR1,0.984204544,0.1551825,XPR1,0.879862801,-0.054344986,CHD7,0.432965647,0.45691788
FRMD8,0.948417122,-0.011814134,TPGS1,0.634851704,-0.174953,TMEM97,0.665880725,-0.839254,DYSF,0.932196101,1.5075109,RCC2,0.867996396,0.06694932,TOR1B,0.841974948,0.34780642,KLC2,0.984222594,0.006310166,FBXL19,0.879887389,0.62559724,TTC26,0.433086698,2.6598203
ZNF547,0.948425753,0.13226245,UBXN1,0.634743068,-0.084547654,ANKZF1,0.665853772,0.0310853,P3H3,0.932196101,1.3446103,FAM122C,0.867918162,-0.10286765,FBXW8,0.842078257,0.5685747,SORT1,0.984240643,0.09140075,PARP12,0.879936565,-0.1293908,ITGA1,0.433106875,0.07835507
ZNF425,0.948425753,0.3730891,SPSB2,0.634595647,-0.009330602,MAU2,0.66557528,-0.17777726,EDNRB,0.932196101,1.4188855,VAMP4,0.867761698,0.004228199,TRMT13,0.842233225,-0.10449662,SYNPO,0.984240643,0.06319812,PYROXD2,0.879936565,0.6211211,TCFL5,0.43316741,2.591155
CKMT2,0.948425753,0.25302055,RRM2B,0.634533579,-0.77083045,ZNF768,0.665548332,-1.8101271,CFAP53,0.932196101,1.3945204,GPR160,0.867683468,-0.5096884,MTHFD1L,0.842284883,0.4344477,ERP27,0.984258693,0.39838082,ARHGEF6,0.879936565,-0.16150184,NEURL1,0.433328859,2.887047
ZFP37,0.948443016,0.25481635,VPS52,0.634424966,-0.5653396,NEK9,0.665368687,-0.12619458,GRIP1,0.932196101,1.44503,PGBD4,0.867636531,-1.2820653,SNX27,0.842336541,-0.31383252,EXPH5,0.984276742,-0.06011472,GMDS,0.879961153,-0.38505688,CCDC88A,0.433651862,1.8406495
ZNF469,0.948477541,0.45856208,TMEM187,0.634386178,-0.12027043,TTI1,0.665260909,-0.64308757,ECM2,0.932196101,1.4067425,CDK17,0.867558303,4.50E-05,TAF13,0.842629283,0.28853545,PLN,0.984276742,-0.2954156,GDPD3,0.879985741,0.14402415,PRKCZ,0.434459978,0.07582367
SLC9A6,0.948529328,0.010362549,TFE3,0.634254305,-0.44746414,SAR1A,0.665242947,0.042525627,KDR,0.932196101,1.3080331,NHLRC2,0.867527012,-0.22887062,GPAT3,0.843077048,0.35075974,CDKL2,0.984276742,0.09742953,ABHD16A,0.879985741,0.5533214,TGFBR1,0.434500407,0.6236872
PLSCR4,0.948529328,-0.34871653,GCH1,0.634176739,-0.00438481,TARBP1,0.665108236,-0.2701671,NLGN3,0.932196101,1.4251868,DENND4C,0.867417496,-0.07978234,CRTC1,0.843145939,0.15638432,ESRP1,0.984312842,-0.46557614,PAWR,0.880084094,0.35533175,NKRF,0.434945265,0.6788675
THAP2,0.948745112,-0.051944446,ASB6,0.634161226,-0.17141421,RHOQ,0.664946597,-1.0382962,ADGRA2,0.932220019,1.2382511,PSKH1,0.867214115,-0.555143,FAM222B,0.843180385,-0.04758338,MTRNR2L1,0.984312842,-0.48390025,FOXN2,0.88018245,0.0884386,TMEM238,0.435026177,2.9880846
FLNA,0.948762375,-0.012193399,ZNF598,0.634130201,-0.41247633,SCMH1,0.664605411,-0.49001047,ZSWIM5,0.932220019,1.3502754,EEA1,0.867198471,-0.11587452,HECTD3,0.843214832,0.3232018,STAC3,0.984312842,-0.42166397,PFN2,0.880231628,-0.004021513,PIGV,0.435147561,0.9535975
MEF2C,0.948822795,0.10116877,PLCL2,0.634099176,-0.36540648,LTV1,0.664560523,0.031939402,GMPR,0.932220019,1.4016677,KIAA0895L,0.86680738,-0.6443458,SEC31A,0.843232055,-0.12951364,AHCY,0.984348941,-0.1732551,PROCR,0.880280807,0.3430758,FAAP100,0.435228494,0.56770325
CEP76,0.949004057,0.262653,TYSND1,0.634060396,-0.046091914,ACTR3C,0.66441689,-0.6932257,EMP2,0.932231978,0.4675721,SERPING1,0.86680738,-0.6043142,NTRK1,0.843232055,0.84272283,CNN1,0.984348941,-0.32108817,RAB40C,0.880354576,0.39434904,MTBP,0.435430865,2.319184
RRP1,0.949029952,-0.091297545,C1orf109,0.634037129,-0.31799614,CYB5R4,0.664363031,0.14147842,GET4,0.932243938,1.0255585,ARID1B,0.866729166,-0.045484755,LYSMD1,0.843283726,3.7874374,TPD52L1,0.984348941,-0.28453904,EXD2,0.880477527,-0.3693919,ZNF576,0.435491587,0.10372257
TMEM263,0.949150795,-0.10035537,HSCB,0.633959573,-0.13080463,BNIP1,0.664336102,-0.10802593,CMTM4,0.932255897,1.0930722,GDPD3,0.866682238,-0.7730634,DLL3,0.843352621,3.2426057,TTBK2,0.98440309,-0.014458199,LMNB2,0.880797213,-0.1832446,S1PR1,0.435552314,0.58639973
MTERF2,0.949193954,0.011816908,CARD8,0.633874267,0.040068362,IQCE,0.66431815,-0.55307776,GATA2,0.932267856,1.3019729,ZNF441,0.866682238,-1.0115142,RAB40C,0.843387069,0.105644576,MAN2A1,0.984583587,-0.09673887,TTC22,0.88173179,0.44151187,HARS2,0.43583577,0.29003933
OGFOD3,0.949375222,-0.025888447,ZNF302,0.633726931,-0.026900448,AGL,0.664291221,-0.1518703,FAM71E1,0.932267856,1.2444055,CENPBD1,0.866619668,-0.9298617,ARHGEF15,0.843387069,3.3880658,KIAA1143,0.984727986,-0.03542777,TOR1B,0.881977759,-0.13114703,ZBTB40,0.436119333,0.538489
KYNU,0.949392485,0.72862196,RBM41,0.63312223,-0.26787543,SYNGR3,0.664237366,-2.880906,CDC42BPG,0.932267856,0.99183583,LCMT2,0.866588384,-1.0226814,NIPSNAP3B,0.843421517,2.9764485,AGPS,0.984746035,-0.005396754,STAU2,0.882125346,0.023150714,TNFRSF12A,0.436159851,0.83341455
DMD,0.949427013,0.7263276,MLLT1,0.632889718,-0.55629253,THAP3,0.664228391,-0.006146781,KCNJ14,0.932291774,0.9285514,RAB11FIP5,0.866494531,-1.2653781,LHX4,0.843421517,3.2906218,MIER3,0.984854335,-0.07378709,ADARB2,0.882125346,0.84617186,FAM219B,0.436382737,-0.1365052
U2AF1L5,0.949444277,0.77125174,PLA2G15,0.632796723,-0.9360975,GEMIN5,0.664093761,-0.7713431,LHFPL4,0.932291774,0.94219565,ANKRD54,0.866463247,0.016116923,ALDH9A1,0.843628213,-0.23000093,POU5F2,0.984872384,0.30974895,SCYL3,0.882272937,0.1900451,IFIT5,0.436605688,0.4732051
IL6,0.949478804,0.71531034,GSDMB,0.632680488,-0.84410155,PDCD2L,0.663941194,-0.4918101,HOXC4,0.932291774,0.98977405,DUSP8,0.86640068,-1.3133625,GBP4,0.843783242,-0.028682096,TARS2,0.984908484,-0.02643532,ZNF135,0.882322134,4.3466673,ST6GAL1,0.436727326,0.071794964
TMEM139,0.949582388,0.5693288,HMBS,0.632362825,-0.36967552,FAM53B,0.663779668,0.024425734,HEATR9,0.932291774,0.53387254,PTPN14,0.866306832,-1.3088524,STXBP5,0.843886598,0.02111083,AKAP17A,0.984926534,-0.077034436,TMED10,0.882322134,-0.049055595,CXCL14,0.437254647,-0.17689598
ALDH7A1,0.949599652,0.43662164,SACS,0.632021994,-0.42215008,COG3,0.663474606,-0.18041682,CORO6,0.932291774,0.88316804,PFN2,0.866275549,-1.2308838,WDR7,0.844058864,-0.006470817,SEMA4B,0.984998734,0.3791477,ZDHHC11B,0.882371333,2.1866984,IL13,0.437904161,3.1211183
RNASE4,0.949616916,0.45718974,EGR1,0.631758678,0.049891178,MUC13,0.663411805,-0.39850864,FABP3,0.932291774,1.1666306,TAP2,0.866056578,-0.015131986,ZNF574,0.844334505,0.045898154,ZNF236,0.985034834,0.024985885,SRPX2,0.882371333,3.9129145,GMIP,0.438391661,-0.12903206
CYSLTR2,0.94963418,0.53769726,SLC25A16,0.631681241,-0.34519234,KDM6A,0.663357979,-0.05180406,SCARA5,0.932315693,1.030333,PROCR,0.866025297,-1.4858212,THAP7,0.844351733,-0.2294461,ZNF426,0.985034834,0.018906394,HOXA13,0.882371333,4.2495284,NHLRC2,0.438513585,0.944214
NUAK1,0.94963418,0.44708285,AAMDC,0.631255409,0.017596077,ANKRD42,0.663357979,-1.3475772,PHYHD1,0.932339611,0.2927594,MSLN,0.866025297,-1.423011,MCM9,0.844420647,0.4396043,ECM1,0.985088984,0.038335733,NFX1,0.882494331,-0.056262653,PIAS4,0.43867618,0.22720283
M6PR,0.949685972,-0.03202656,OSBPL11,0.630736834,-0.31022847,MYPOP,0.663357979,-0.54979604,CTRL,0.932339611,1.0767338,EXD2,0.865931456,-1.4625111,DNAJC5,0.844592936,0.12859759,C2,0.985233384,0.11388052,TUBGCP6,0.882592731,0.20925348,TOR1B,0.439001474,0.93728757
SPAG8,0.949720501,0.30732504,VPS45,0.630589809,-0.19966227,SUV39H1,0.663304154,-0.6407523,SLC39A5,0.93235157,0.91899866,ANXA2,0.865884536,-0.04565462,TIGD1,0.84500646,-0.013640435,SUSD1,0.985341684,0.010879946,SCAPER,0.882592731,-0.08137475,FNIP2,0.439123495,1.2188141
ZNF597,0.949720501,0.4596483,STRN3,0.630373167,-0.056570847,SLFN11,0.663295183,-0.27712005,PRRX1,0.93235157,0.9588115,ZSCAN30,0.865775058,-1.6329607,RBMX,0.845109848,0.05026329,PLTP,0.985486085,-0.02262402,EXT1,0.882666532,0.5678342,GSK3A,0.439204853,-0.24680078
OXT,0.949737765,0.25221154,MAN1A1,0.630210706,-0.11237553,MED18,0.662801871,-0.63034016,SIK1,0.932375489,0.8124149,SUMF1,0.865759418,-0.38021836,TSHZ1,0.845247702,0.15418155,TMSB15B,0.985558285,-0.07500919,TTF1,0.882789537,-0.1357999,LFNG,0.439245536,0.4513778
AGAP4,0.949755029,0.022482758,CTSV,0.629885837,-2.6272964,MUC1,0.662622521,-0.5591104,UFSP1,0.932375489,0.98202443,SLC35G1,0.865681222,-1.6396676,CYP4V2,0.845316631,0.13100772,SWT1,0.985756838,0.102624014,TNS4,0.883207773,0.20643988,ZNF445,0.440100364,0.655481
COBLL1,0.949772293,0.28975594,KIF18A,0.629800765,-1.7578771,NUP214,0.662344567,0.023200007,PLEKHG5,0.932471164,0.7666959,TUBE1,0.865681222,-0.04243732,APOL1,0.845488959,0.040738385,PSMC3IP,0.98591929,0.28697044,PGRMC2,0.883281583,-0.28491506,GMEB2,0.440100364,0.889615
LY86,0.949806822,0.08007851,MAN2A1,0.629530112,-0.055539835,WDR81,0.662228019,-1.6172075,DLGAP3,0.932530961,0.67472714,DCTN1,0.865649943,-0.06800747,ADO,0.845488959,0.14928655,BTBD7,0.98591929,0.040248904,TRIM31,0.88345381,0.26342836,GNA12,0.440650401,1.2967124
KIF13A,0.949806822,0.085943185,CEP76,0.629282701,-1.4873061,ZNF34,0.662066659,-0.9331867,COL16A1,0.932566839,0.83814716,PPCDC,0.865524832,-0.093865514,ZNF496,0.845523425,1.3279979,ZBTB49,0.986081744,0.044695392,MALL,0.883503019,-0.26349393,ZNF181,0.44067078,0.44285828
SNX30,0.949884512,0.027432606,QRSL1,0.629197663,-0.048458766,POR,0.661994948,-0.041002195,ANKRD18A,0.932590759,0.75476253,FUT10,0.865524832,-1.7281592,TSNARE1,0.845523425,1.2703176,DPH5,0.986478854,-0.07422294,VPS39,0.883724464,0.12519434,PRMT6,0.440793067,0.52046686
NANOS1,0.949893144,0.19148791,TPRN,0.629159011,-1.6488539,ABCA5,0.661860499,-0.1376332,JDP2,0.932614678,0.7057336,RAB37,0.865509194,-0.058836367,EDEM2,0.845540658,-0.024600431,SAR1B,0.986514955,-0.06383,KIF18A,0.883921311,1.0108333,IL1RL1,0.440833834,3.4133506
LILRA2,0.949910408,-0.1639958,S100A2,0.62912036,-1.3822681,NEIL2,0.661815685,-0.4892683,CPXM1,0.932758194,0.28875765,SLC2A11,0.865431001,-0.24665467,SPRED1,0.845799167,1.0346986,GNE,0.986767663,-0.07583844,TBC1D25,0.884019737,0.3505361,TMEM19,0.441221225,-0.055411182
FAM193B,0.95003126,0.107388414,TMEM237,0.629027602,-0.40168554,LMBR1L,0.661672289,-0.036346033,STRADA,0.932806033,0.48713842,MSRA,0.864993148,-0.072131306,NRP2,0.845799167,1.1558399,FIG4,0.986785714,0.15251008,CMBL,0.884364244,0.994683,MYO7A,0.441506796,0.9515357
FARSB,0.950057157,-0.071037866,ALS2,0.628973496,-1.7248771,RHBDD3,0.661493061,-0.31660444,AP006285.2,0.932829953,0.53565425,IFI27L1,0.864930601,-0.02101291,SLC30A4,0.845902575,0.95067143,GFOD2,0.986803764,-0.18240595,EID2B,0.884388852,0.14141083,NAP1L5,0.4415476,1.2809688
CBL,0.950333394,0.00776171,PRKRA,0.628772547,-0.024350384,OIP5,0.661358653,-1.8155235,SRGAP1,0.932841913,0.6158185,DHRS11,0.864930601,-0.6557728,PPP1R12B,0.845988751,0.15661618,FAM168A,0.986803764,-0.033919536,AP1B1,0.88443807,-0.08674119,NAPB,0.441670027,1.2932395
CAV2,0.950367924,0.062054135,NKIRAS1,0.628610263,-1.5681057,GPR19,0.661233215,-1.9264355,GNE,0.932961512,0.36431733,PFKM,0.864649149,-0.6636906,SH3BP5L,0.846005986,0.54962146,TCTEX1D2,0.986894018,0.13610494,ETV7,0.884462678,0.25185958,C17orf58,0.441792473,0.9332736
C16orf74,0.950376557,-0.15620941,CRCP,0.628571626,-0.08196409,IFT80,0.661206336,-0.49660346,STAP2,0.933021313,0.32242215,MYO1D,0.864461525,-0.7719075,LMO7,0.846005986,-0.07937549,POFUT1,0.987543847,0.004005659,PDLIM4,0.8850041,-0.003542346,C16orf54,0.441833292,0.02331259
RNF115,0.950480148,-0.040822864,SKIV2L,0.628571626,-0.1913681,FBXL16,0.661152581,-1.0228918,AIFM1,0.933033273,0.022058701,HOXB2,0.864430255,0.043095093,RWDD2A,0.846005986,1.0287561,MEF2D,0.987561898,-0.00688625,KLHL18,0.885077934,-0.19680125,VAMP4,0.442057838,-0.15776704
FBXL14,0.950601005,0.5611415,ARHGEF5,0.628540718,-1.2092263,EPN1,0.661054034,0.005034375,IPO11,0.933057193,0.39391953,SLC25A28,0.86435208,-0.48960567,CWF19L2,0.846143871,-0.18653215,USP37,0.987616051,0.12505662,SDE2,0.885102546,-0.11238954,TUBGCP6,0.442302873,0.5458058
SMPD4,0.950652801,-0.029957294,FAM50B,0.628424817,-0.08377719,AREG,0.660982367,-0.14599793,URB1,0.933057193,0.43260413,P2RY14,0.864305176,-0.81869036,ZNF784,0.846385182,0.6835142,BRI3,0.987706306,0.001298506,LYRM2,0.885176381,-0.28154987,RPTOR,0.442731869,0.68512964
VEGFA,0.950670066,0.20702292,CHTF18,0.628393912,-0.3658841,CROT,0.660928619,-0.34229892,CNTLN,0.933081113,0.42924863,SMIM14,0.863804898,-0.1014442,GOSR1,0.846488605,-0.21002112,GALC,0.987724357,0.10717805,DMBT1,0.88527483,4.0620446,RDH14,0.442834046,-0.16818905
ZBTB48,0.950687332,-0.033744402,RCL1,0.628293474,-0.09612128,SLC43A1,0.660633037,-0.6990561,ACVR1B,0.933128954,0.35864398,TST,0.863679837,-0.30134624,AKT1S1,0.846643744,0.01545378,S100A8,0.98777851,-0.48879793,APLN,0.885324056,3.6662345,ALKBH4,0.442956677,0.039159846
ZNF586,0.950782293,-0.12892567,KIFC3,0.628007649,-1.6961398,HAGH,0.660633037,0.046641644,PRKCE,0.933140915,0.46900395,MTBP,0.863414094,-23.22823,TRPM7,0.846712697,-0.14577773,ZNF416,0.987995122,0.55762714,CADPS2,0.885324056,3.4089541,STK32C,0.442956677,0.33416054
CYGB,0.950859988,0.377423,BMPR2,0.627830003,-0.09856586,PSENEN,0.660471832,0.048732687,SYNM,0.933380123,0.3303992,SLCO2B1,0.863414094,-23.27761,ORC4,0.847074719,-0.23145515,FRAT1,0.988067327,0.47418576,DNASE1L2,0.885373281,1.7431532,CTSA,0.443038441,-0.22649148
RBBP8NL,0.950859988,0.4094802,YEATS2,0.62769099,-0.59572786,SMN1,0.660319597,-2.6170602,GALNT12,0.933380123,0.36649272,NFIB,0.863414094,-23.476795,ARRDC3,0.84717816,-0.22763538,ZER1,0.988085378,-0.10096693,RBM10,0.885373281,-0.11941048,SAMD4B,0.443161104,-0.08977089
DMXL2,0.950963583,0.14646412,HERC6,0.627675545,-0.07950589,TMEM69,0.660230054,-0.05765394,ZNF496,0.933392083,0.18584505,RAMP3,0.863414094,-23.347008,METTL21A,0.84750574,-0.3283852,FAM171A1,0.988085378,0.44644612,OSCP1,0.885373281,1.6546111,ATP8B3,0.443283786,2.5455961
RNF122,0.950980849,0.21982506,TNFAIP8L2,0.627644656,-0.12015459,TKFC,0.659988312,-0.41360638,ELMOD3,0.933427965,-0.017650492,CD93,0.863414094,-23.390223,COX4I2,0.847609191,3.220406,CYP4F3,0.988139531,0.55343074,GPC4,0.885373281,1.9343485,YEATS2,0.443672407,1.4526037
CYP4F3,0.951032647,0.27054164,ACACA,0.627629211,-0.74917245,PHC1,0.659970407,-0.56179166,UAP1L1,0.933487768,0.22306667,IL17F,0.863414094,-23.662294,PLXNA4,0.847609191,2.9625785,CYGB,0.988211736,0.27627882,ELOVL7,0.885373281,1.7891037,ALKBH5,0.443958884,-0.44885537
PLEKHG3,0.951058546,0.030802146,RBM47,0.627575157,-1.2347208,LRP8,0.659943549,-0.5249787,TLCD2,0.933595415,0.23784912,SNX33,0.863414094,-23.254742,ZNF114,0.847678161,2.8280358,RILPL1,0.988211736,0.379722,SLC2A12,0.885373281,3.363771,TAMM41,0.444102162,0.5877202
ZNF404,0.951136243,0.1298284,CASZ1,0.627505661,-1.5409184,CD24,0.659889835,0.055067968,COL12A1,0.933607376,0.3292657,NRP1,0.863414094,-23.344275,FITM1,0.847712646,2.8215272,RNF122,0.988247838,0.36976674,SYT1,0.885373281,1.4616277,FBXO46,0.444143104,0.8861866
MADCAM1,0.951136243,0.124079466,MED18,0.627482496,-0.60987514,RFT1,0.659746606,-0.15438865,ZNF793,0.933607376,0.27093402,ACCS,0.863414094,-23.382053,PEX5,0.848109245,0.06929749,TEAD3,0.988247838,0.32037842,NUDT12,0.885373281,1.5218608,GGA1,0.444184047,-0.27010816
UBA7,0.95121394,0.017744277,LETM2,0.627482496,-0.7144353,ZNF738,0.659433335,-0.28227532,ZNF441,0.93365522,0.32209158,DUSP19,0.863414094,-23.365648,FAM161A,0.848212712,0.1831549,ZNF69,0.98828394,0.4574082,DPM2,0.88544712,-0.068821765,SPCS1,0.44420452,0.38037714
TSEN34,0.951222573,-0.12525524,SPRYD4,0.627304914,-0.80893815,METTL2A,0.659227504,-0.26398122,CLIC4,0.933858557,0.2335729,ZBTB8A,0.863414094,-23.485344,DCTN4,0.848229957,0.12770905,SFTA2,0.988356145,0.09152563,RCAN2,0.88544712,0.7096812,SIGIRR,0.444409276,-0.25488642
